sentimen,ulasan
Positif,"Pergeseran apa pun yang Anda dapatkan, siang, malam atau senja, ini adalah lingkungan tim yang hebat.Semua orang sangat ramah dan pekerjaannya bisa fleksibel.Ini bagus untuk siswa dan lulusan yang ingin mendapatkan uang yang layak sambil menyeimbangkan studi, magang atau menyimpan uang di saku Anda saat berburu pekerjaan.Kemajuan juga bisa sangat cepat, ini akan tergantung pada toko untuk disimpan, tetapi Anda dapat mencapai pemimpin bagian (anak tangga pertama di atas tangga) di antara 1 - 2 tahun."
Positif,"Ini memiliki lingkungan yang hebat sebagian besar waktu, sesama kolega bisa sangat baik dan sebagian besar waktu Anda bertemu dengan beberapa pelanggan yang menarik.Kolega juga bisa sangat baik dan bermanfaat bagi pembersih."
Negatif,"Para manajer yang berpikir selalu taktis dan tidak pernah strategis, manajer dapat menarik Anda dari satu departemen dan menempatkan Anda pada orang lain yang bahkan tidak Anda kontrak untuk bekerja.Manajer memperlakukan kolega seperti hewan dan mengharapkan input menjadi output tanpa mempertimbangkan pendapat dan perasaan kolega.Manajer tidak peduli dengan pendapat kolega."
Negatif,"Para manajer yang berpikir selalu taktis dan tidak pernah strategis, manajer dapat menarik Anda dari satu departemen dan menempatkan Anda pada orang lain yang bahkan tidak Anda kontrak untuk bekerja.Manajer memperlakukan kolega seperti hewan dan mengharapkan input menjadi output tanpa mempertimbangkan pendapat dan perasaan kolega.Manajer tidak peduli dengan pendapat kolega."
Negatif,"Dibayar rendah dan kurang dihargai untuk pekerjaan yang dilakukan.Kami diharapkan memiliki saran ahli dan bekerja di bawah tekanan dan batas waktu yang intens.Kami dibayar sama dengan penumpang rata -rata di belakang kasir.Tidak ada yang glamor tentang hal itu.Segera setelah saya menemukan pekerjaan lain, saya keluar!Bekerja di ASDA selama hampir 5 tahun dan di departemen 'personel' selama setahun."
Negatif,"Mereka mengharapkan Anda untuk berputar kehidupan di sekitar toko
Disuruh tidak berbicara dengan kolega
Bayar tidak sebanding dengan kerumitannya
Untuk maju, jam sudah lama, cukup lama untuk membunuh kehidupan sosial apa pun yang mengharuskan Anda tetap terjaga melewati jam 10 malam."
Negatif,"Segala sesuatu yang Anda diberitahu pada tahap perekrutan tentang nilai -nilai dan perusahaan menjadi seperti keluarga raksasa ... lupakan saja.Tidak menghormati individu, sebagian besar manajer dan seksi pemimpin tidak memiliki keterampilan orang sama sekali.Pada catatan ""positif"" Anda tidak harus kompeten untuk dipromosikan ... sebaliknya.Hanya melakukan apa -apa selain terlihat sangat sibuk sepanjang waktu dan Anda berada di jalan yang benar."
Positif,"Tempat yang sibuk untuk bekerja, orang -orang baik, kadang -kadang Anda mendapatkan situasi yang sulit"
Positif,Asda adalah bagian dari Wall Mart dan Anda mendapatkan kesempatan besar untuk membangun karier Anda dan menemukan bidang yang berbeda di satu tempat seperti HRM Akuntansi dan Layanan Pelanggan dll ...
Negatif,"Manajemen Senior tidak berhubungan dengan Shopfloor ..
Kemajuan karier bukan tentang kemampuan yang sangat politis.
Penilaian tidak sepadan dengan kertas yang ditulisnya dan itu jika Anda cukup beruntung untuk mendapatkannya
Perusahaan tidak menjalani nilainya sendiri.
Tidak ada tim yang bekerja dengan rekan -rekan dan senior Anda dengan senang hati menusuk Anda di belakang.
Tidak cukup jam dalam bisnis untuk memberikan standar.
Tidak ada kepemimpinan, tidak ada kepercayaan dan tidak ada motivasi."
Positif,"Diskon 10%, peluang bagus untuk mengembangkan karier Anda jika Anda ingin naik di peringkat di dalam toko. Pelatihan bagus.Secara keseluruhan, Anda mulai bekerja dengan beragam kolega dari semua lapisan masyarakat yang berbeda - dari siswa, untuk waktu penuh, ibu, nenek, dan mereka yang ingin menambah penghasilan mereka."
Positif,"Pelatihan tersedia
Jam yang fleksibel
Bonus sesekali
Diskon 10%"
Negatif,"Manajemen yang tidak profesional dan kadang -kadang agresif, saya tidak terlalu repot tetapi melihat karyawan lain mengambil serpihan meskipun melakukan banyak kerja keras. Penyebabnya tampaknya kurang adanya kehadiran manajemen dan ketergantungan mereka berikutnya pada mulut ke mulutdari anggota staf lainnya.

Insiden khusus pertama yang menonjol adalah ketika umpan balik anonim diambil secara online tentang kinerja manajer lini - kami diberitahu oleh manajer untuk memberikan umpan balik positif tentang hal ini.Ketika saya menyelesaikan survei, manajer lain berdiri di atas bahu kami mengawasi, saya dan karyawan lain harus meminta mereka beberapa kali untuk pindah dan saya masih bisa melihat mereka mengintai di pinggiran saya. 

Yang kedua memiliki seorang manajer membanggakan tentang mencabut pembayaran liburan yang belum dibayar dari anggota staf karena tidak ada pertunjukan pada shift terakhir mereka.Mereka mengancam akan melakukan hal yang sama kepada saya jika saya tidak muncul untuk shift terakhir saya (meskipun tidak memiliki absen).Semua sama sekali tidak benar karena pembayaran liburan yang masih harus dibayar adalah hak hukum."
Negatif,"Saya bekerja di departemen toko roti selama 5 minggu, manajer terus mengancam untuk memecat saya ketika saya melakukan satu hal kecil yang salah dan saya ditempatkan di bawah tekanan yang sangat besar.Saya juga diberitahu karena tidak melakukan pesanan dan diharapkan untuk tahu bagaimana memesan 2 minggu setelah saya mulai dan diharapkan untuk menjalankan toko roti setelah hanya satu minggu berada di sana.
Karena merasa lelah, kesal dan stres oleh tekanan manajer saya akhirnya berhenti setelah hanya 5 minggu bekerja di sana."
Positif,"Orang baik, ruang staf yang baik, fleksibel"
Positif,"Lokal, manajer hebat dan wakil manajer, pelatihan yang baik tim yang membantu."
Positif,"Anda bisa belajar begitu banyak peran pekerjaan yang berbeda dan orang -orang hebat untuk bekerja, dan Anda bertemu begitu banyak orang yang berbeda setiap hari"
Negatif,"Struktur manajemen yang mengerikan. Manajer garis mengabaikan masalah di lantai toko, namun jika pelanggan mengeluh maka semua neraka terlepas. Mereka perlu menghormati staf, terutama pembersih yang diperlakukan dengan sangat buruk."
Positif,"peluang bagi mereka yang menginginkannya, fleksibilitas bagi mereka yang membutuhkannya, sangat baik untuk ibu dan ayah yang bekerja"
Positif,"Staf yang ramah, di atas upah minimum, kemampuan untuk memajukan manajer mendengarkan, dan toko tetap bersih dan rapi"
Positif,"Suasana santai, orang -orang hebat, jam kerja yang sering fleksibel, pelanggan yang menarik, mengembangkan keterampilan orang, manajer umumnya membuat Anda melanjutkan pekerjaan, tempat yang bagus untuk bekerja sebagai anak muda."
Negatif,"Saya merasa seperti angka dan hanya itu.Tidak pernah dianjurkan untuk melakukan yang lebih baik.Manajemen sama bingkainya dengan kolega dan tidak berguna ketika berhadapan dengan intimidasi, pelecehan, intimidasi, dan diskriminasi.Saya telah menyaksikan begitu banyak kolega dan manajer melakukan kesalahan tetapi merasa saya tidak bisa mengatakan apa -apa karena mereka tidak pernah membantu saya pada kesempatan yang berlalu di mana saya dikenakan intimidasi.Saya telah melaporkan ke kantor pusat sebelumnya dan mereka tidak memperhatikan.Negativitas ini tidak dapat dikatakan untuk semua toko karena saya belum bekerja di semuanya tetapi toko tempat saya bekerja telah melalui 2 GSM dan banyak manajer serta pemimpin bagian bagi saya untuk berpikir mereka semua sama."
Negatif,"Manajemen memiliki keterampilan orang miskin dan manajemen senior menghabiskan lebih banyak waktu di kantor atau istirahat daripada di lantai toko. 
Ketika manajer dipanggil untuk membantu di depan toko, mereka meneruskan buku itu kepada para pemimpin bagian yang beberapa di antaranya telah mengadopsi sikap yang miskin, kasar, dan tiba -tiba.
Lingkungan intimidasi yang jika dilaporkan tidak ditangani secara profesional.Dengan informasi yang tersebar di sekitar toko dalam beberapa hari. 
Kelompok yang melekat dan tidak profesional antara beberapa manajemen dan staf membuat beberapa staf tidak nyaman untuk didekati ketika mereka memiliki masalah. 
Kurangnya keleluasaan di kantor dan cadangan gudang, karena informasi pribadi menjadi gosip dan bocor."
Negatif,Apa yang ditinggalkan manajemen adalah sampah dan para pemimpin bagian baru terutama adalah anak -anak yang tidak tahu apa -apa tentang pekerjaan itu dan yang berpikir mereka adalah dewa.Tidak cukup orang India dan terlalu banyak koboi yang menyebabkan gesekan.
Positif,"Tim yang baik, orang -orang baik, bayar setengah jalan menuju keselamatan pekerjaan yang layak, relatif fleksibel, saya tidak pernah memiliki masalah dengan manajemen."
Positif,"Tempat kerja yang sangat fleksibel, upah yang masuk akal sesuai dengan hidup saya, para pemimpin bagian perlahan -lahan melangkah ke sasaran."
Positif,Fokus yang jelas pada kerja tim dan kolaborasi untuk saling mendapatkan.Ada kekhawatiran yang jelas terhadap layanan klien yang unggul dan kesejahteraan karyawan di perusahaan.
Negatif,"Anda tidak diperlakukan seperti individu;Anda adalah nomor.Tidak cukup staf untuk menangani jumlah pekerjaan yang terlibat, harapan manajer terlalu tinggi.Tidak ada dukungan dari anggota staf senior.Pemotongan jam konstan dan pemotongan pekerjaan.Tidak ada pujian karena melakukan pekerjaan atau bantuan yang baik.Panggilan Q-Buster yang konstan, artinya Anda tidak dapat menyelesaikan pekerjaan sendiri."
Negatif,"Manajer yang tidak kompeten, 
Banyak diskriminasi di tempat kerja"
Positif,Bayar sangat bagus dan bekerja dengan baik dan dapat melakukan suasana
Positif,Bayar sangat bagus dan bekerja dengan baik dan dapat melakukan suasana
Positif,Sangat menyenangkan dan menyenangkan untuk bekerja di sana
Positif,"manfaat baik, banyak ruang untuk kemajuan, banyak peluang pelatihan"
Negatif,"Prospek terbatas, dibayar dengan buruk dan kadang -kadang bisa fisik.Manajer bisa jauh"
Negatif,"Setelah jam 11 pagi tidak ada yang bisa dilakukan, manajemen yang tidak teratur.Sistem liburan dan rota buruk.Beban kerja tidak adil antar departemen."
Positif,"Upah yang layak, tunjangan karyawan yang baik"
Negatif,"1 di bawah bayaran dan terlalu banyak bekerja karena kekurangan staf.
2 Dengan kejam, mereka memecat manajer dan mempekerjakan kolega sebagai pemimpin bagian, dengan sebagian kecil dari upah.
3 Mereka menyesatkan pelanggan dengan penawaran ""rollback"".Perusahaan tidak menyebutkan bahwa mereka menaruh harga pada produk seminggu sebelumnya.
4 sangat sedikit komunikasi antara siapa pun.
5 profesionalisme yang buruk.Orang -orang melamar pekerjaan dan mengetahui bahwa mereka tidak berhasil ketika seseorang memulai pekerjaan yang mereka lamar.Pemimpin bagian mengetahui orang lain, di toko, sejalan untuk pekerjaan mereka sebelum mereka diberitahu untuk mundur.
6 Nilai -nilai perusahaan dan pekerjaan amal tidak asli.Ini hanya untuk mencoba dan menciptakan citra publik yang baik.Pada dasarnya sebuah taktik PR.
7 Staf berada dalam kontrak minimum, namun sering didorong untuk melakukan lembur.Ini agar perusahaan dapat menghemat uang untuk pembayaran liburan.
8 Malam Natal yang Bekerja atau Hari Tahun Baru biasanya adalah setengah waktu.Tingkat yang mengerikan.
9 Sebagian besar kolega lebih dari 40 memiliki kecacatan fisik untuk berbagai tingkat.Ini karena sifat pekerjaan dan kecepatan yang dibutuhkan untuk melaksanakan tugas.
10 Promosi biasanya berarti Anda mendapatkan pekerjaan penuh waktu, tetapi menghabiskan sebagian besar waktu itu masih mengisi rak.Satu -satunya perbedaan adalah Anda mendapatkan kenaikan gaji kecil, dan Anda diharapkan untuk mencakup liburan dan penyakit.Pada dasarnya, mereka memiliki Anda lebih dari satu barel."
Negatif,"- Rekan -rekan checkout tidak tahu apa yang terjadi karena mereka tidak diizinkan untuk bergabung dengan perusahaan rintangan (rapat) saat itu terjadi.Bahkan, saya telah pergi bekerja lebih awal suatu hari dan bergabung dengan satu dan manajer toko tidak bahagia dan menyebutkan aneh melihat kolega checkout di kerumunan!
- Nilai -nilai perusahaan tentang rasa hormat terhadap individu tampaknya tidak tercermin dengan cara yang saya miliki secara pribadi dana manajemen untuk berperilaku
- Manajemen ditekankan dan terlalu banyak bekerja, yang telah diturunkan kepada para pemimpin bagian.Mereka selalu tampak begitu stres dan terlalu banyak bekerja ... dan kemudian masuk ke staf Shopfloor.Saya memiliki belas kasih untuk mereka, namun pasti pelatihan kepemimpinan yang efektif (LDP) akan menguntungkan semua orang.
- Tidak efektif untuk tidak ada komunikasi
- Kami hanya angka ... Saya mencoba yang terbaik untuk tidak mengizinkannya sampai ke saya, tetapi saya tidak merasa dihargai
- Suasana variabel pelanggan dan manajemen.Saya merasa ada saat -saat saya telah dibicarakan oleh manajemen, dan tidak adil karena saya cukup waras dan cerdas
- Kami belum memiliki kursi yang tepat saat checkout, dan itu akan memengaruhi duri dan kesehatan kami.Saya memilih untuk berdiri karena terasa kurang berbahaya daripada duduk di kursi yang rusak.
- Pelatihan yang sangat minim dan buruk, diharapkan belajar di tempat kerja.Hanya satu hari menonton video pelatihan.Yang benar, namun itu mempengaruhi layanan di toko.Saya memiliki pelanggan berteriak kepada saya karena tidak mengetahui pekerjaan saya.Dia benar.Saya tidak memiliki pelatihan untuk membantunya dalam contoh itu.
- Banyak hal yang tidak ada di sistem, pelanggan terus -menerus meminta saya untuk memeriksa apakah ada sesuatu yang ditawarkan khusus seperti yang diiklankan, karena mereka terbiasa memiliki sesuatu yang diiklankan ditawarkan, tetapi tidak ditawarkan di kasir
- Kami tidak memiliki freezer kulkas di kasir, jadi banyak daging dan makanan lainnya sia -sia.Saya merasa sedih bahwa pelanggan tidak menghargai makanan sama sekali, atau memilih untuk mengembalikan diri jika mereka berubah pikiran dan bahwa kami kurang staf sehingga pelari tidak selalu dapat mengembalikan makanan.
- Saya mengisi survei mengenai pendapat saya sekitar sebulan yang lalu.Adalah kesempatan untuk berbicara, tetapi karena menjelang akhir shift saya dan saya tidak punya waktu untuk merencanakan tanggapan saya, mungkin tidak sepenuhnya mewakili pandangan saya. 
- Istilah ""pengeluaran berlebihan pada upah"".Secururfing mempengaruhi layanan dan kesehatan holistik dari rekan -rekan yang didorong, dibujuk atau memilih untuk mengambil lembur.Banyak itu. 
-Kustomer didahulukan, kemudian perusahaan, kemudian manajemen ... yang tampaknya tidak mengikat dengan pandangan egaliter yang saya pegang.
- Ini mungkin khusus untuk toko saya, tetapi tampaknya manajemen tidak terlalu peduli dengan sikap profesional yang kadang -kadang kurang dari kolega tertentu, bahkan ketika itu ditandai.Saya mendapatkan beberapa kolega yang membuat saya tidak nyaman bekerja di sana, jadi saya telah memaksa diri untuk mengabaikannya ketika saya benar -benar orang yang ramah.
- Sepertinya toko saya bukan satu -satunya dengan masalah serupa, itulah sebabnya saya akhirnya memilih untuk menulis ulasan ini
- Saya tidak merasa bahagia atau dihargai di sini, dan karena itu karena alasan situasional tidak akan dapat berlanjut terlalu lama, karena kesehatan mental saya mulai menderita karena stres dan kekecewaan.Dipaksa untuk mengundurkan diri adalah penipu di tempat kerja mana pun.Selamat datang di dunia nyata, kurasa"
Positif,"Manfaat besar.Banyak orang telah bersama Asda sejak lama sehingga ada rasa memiliki yang kuat.Sebagai seorang kolega, Anda dijaga dengan baik dengan banyak pilihan yang tersedia untuk Anda untuk swap shift, 'saya waktu' (hari libur yang tidak dibayar).Di toko saya selalu ada banyak lembur yang tersedia dan saya percaya ini sama untuk sebagian besar toko. 

Saya akan merekomendasikan bekerja di sini sebagai kolega."
Positif,Banyak lembur.Aspek sosial yang bagus untuk pekerjaan itu.Kesempatan untuk maju dengan karier jika itu yang Anda inginkan.
Positif,"HRS sesuai dengan kehidupan keluarga
Keamanan pekerjaan"
Negatif,"Para manajer adalah pengganggu dan memperlakukan Anda seperti sampah.Mereka mengeluh tentang orang yang mengambil ekstra pada istirahat teh mereka dan mengancam untuk mengurangi upah Anda.Namun manajemen akan selalu merokok ketika mereka merasa seperti itu.Ketika Anda menanyai mereka, mereka mengatakan kami tidak mendapatkan istirahat makan siang yang tepat.Mereka juga memberi tahu Anda bahwa tidak ada serikat pekerja tetapi ada semua rekan kerja yang perlu bergabung dengan GMB Union dan menunjukkan bos manajemen siapa yang sama seperti Jack dan Stan dari bus di bus"
Positif,"Pekerjaan itu sendiri mudah.Meskipun mereka mengklaim pelatihan disediakan dan bahwa Anda menandatangani dokumen untuk mengatakan bahwa Anda telah dilatih sangat jarang, Anda dapat duduk dan menonton video dan melakukan tes jika Anda diberi jawaban bahwa lemari pelatihan yang Anda dapatkan.Waktu untuk memenuhi tuntutan bisnis yang harus Anda rem aturan dan prosedur keselamatan.Positif lainnya adalah Anda mendapatkan kartu diskon."
Negatif,"Bayar tidak bagus.
Kepemimpinan/Manajemen.Hanya saja bukan orang yang bertanggung jawab.
Mereka mempekerjakan dan mempromosikan anggota keluarga terpenting.Hampir semua orang di toko ASDA terkait dengan seseorang.Jadi ada orang yang tidak mendapatkan pekerjaan setelah wawancara yang sempurna dan orang -orang mendapatkan pekerjaan yang tidak memiliki etos kerja.
Rotas dilakukan sehari sebelum minggu baru dan Anda diharapkan untuk mematuhi ini.
Tidak ada kemajuan karier.Mereka memiliki manajemen yang merestrukturisasi melepaskan 50% manajer departemen di semua toko dan mempekerjakan lebih banyak pemimpin tim untuk bekerja berjam -jam untuk hampir tidak ada yang lebih dari rata -rata kolega.Mereka mempromosikan orang -orang ke peran ini melalui favoritisme dan yang lebih mudah untuk membentuk atau memanipulasi (tanpa kemungkinan kemajuan Anda tidak akan bekerja 50+jam seminggu untuk 70p lebih, tidak ada yang mau).
Mereka mengharapkan Anda untuk bekerja sampai -sampai Anda berkeringat dan membayar Anda tombol untuk itu.
Mereka tidak mengizinkan Anda belajar cuti seperti dulu atau istirahat karier.
Mereka banyak memantau di kamera sekarang.Tidak tahu apakah mereka telah diminta untuk melakukan ini. 
Manajemen menutupi satu sama lain.
Mereka memantau istirahat Anda ketika mereka tidak punya alasan untuk kemudian mengambil istirahat berlebihan dan istirahat ekstra.
Saya telah melihat kolega yang baik yang bekerja keras diperas keluar pintu. 
Nilai-nilai perusahaan yang disajikan kepada saya ketika saya awalnya mulai benar-benar tidak ada.
Karena mereka telah mengurangi, Anda dipaksa untuk melakukan pekerjaan yang tidak Anda sewa untuk melakukannya.Jika Anda tidak mematuhi Anda disajikan dengan ultimatum. 
Mereka biasa memberi Anda insentif untuk melaksanakan pekerjaan Anda dengan standar tinggi dengan voucher hadiah dll. Namun mereka telah menghentikan ini. 
Anda mendapatkan diskon 10% yang tidak bagus dan hari diskon ganda namun pada hari diskon ganda ada lebih sedikit diskon barang dari waktu lainnya dalam setahun.

Perusahaan telah membuat perubahan pada staf dalam skala massal, dalam waktu singkat - yang seharusnya tidak pernah dilakukan secara internal.Kecepatan di mana perubahan telah terjadi telah menjadi masalah utama.Alasan utama ASDA telah melakukannya dengan baik adalah hubungannya dengan pelanggan.Kolega yang tidak bahagia akan merasa sulit untuk mempertahankan ini.Anda telah menggali kuburan Anda sendiri.Ini telah sejak akhir 2014.
Saya dulu menikmati bekerja untuk asda dan sekarang saya benci setiap hari saya masuk bekerja."
Positif,"Bekerja sendiri, tidak ada yang menekan Anda, waktu berjalan dengan cepat"
Positif,Ini berguna untuk mendapatkan diskon staf.
Negatif,Gaji rendah dibandingkan dengan jam Anda diharapkan bekerja (tidak dibayar) sebagai manajer.Manajer tingkat atas adalah pengganggu yang tidak mengerti.
Positif,Peluang pelatihan sangat bagus.
Negatif,"Sayangnya manajemen senior tidak dipilih di IQ.
Ada budaya tidak bekerja dengan lantai toko, dan pelatihannya memalukan. 
Ketika Anda memiliki manajer shift yang jelas keluar dari kedalamannya, dan menghabiskan lebih banyak waktu bermain game di area REC Anda akan selalu memiliki masalah. 
Moral sangat rendah, hanya disebabkan oleh manajemen yang lemah, rasa malu sebagai beberapa pekerja keras yang baik yang peduli."
Negatif,Target terkadang tidak realistis saat tenang dan berulang setiap hari
Positif,"Nilai -nilai perusahaan, kesempatan untuk menginjak karier ritel"
Positif,"Tingkat diskon yang baik, tim yang hebat, keseimbangan kehidupan kerja baik"
Negatif,"Manajemen yang buruk, keluhan diabaikan, masalah yang belum terselesaikan, tingkat pasangan yaitu bukan pekerjaan yang Anda lakukan tetapi dengan siapa teman Anda, rekan mencuri, bekerja di bawah pengaruh minuman atau zat ilegal diabaikan. Tanpa dukungan dari mana saja jika memiliki masalah."
Positif,Fleksibel untuk siswa dan mereka yang memiliki komitmen
Positif,Budaya dan tempat yang bagus untuk bekerja
Negatif,"- Manajemen yang buruk
- Birokrasi yang mengarah pada miskomunikasi 
- Tarif jam yang buruk
- Amerikanisasi perusahaan dan kebijakannya."
Negatif,"Jika Anda bukan manajer senior (kelas B atau lebih), bersiaplah untuk bekerja berjam -jam dengan harga lebih rendah dari tarif pasar.Tidak ada ilusi, Anda hanya roda gigi yang sangat kecil di mesin (hijau) yang sangat besar, dan dengan demikian, mudah dibuang.Anda akan diharapkan untuk menunjukkan * ""perilaku"" yang benar *, yang pada dasarnya berarti bahwa manajemen senior ingin Anda ""berperilaku"" (yaitu; mereka tidak menginginkan 'lebah pekerja' yang menyebabkan gangguan dan mengambil waktu / energi / uanguntuk 'memilah').Jika Anda ingin menjadi drone yang berperilaku baik, maka Anda akan pergi jauh.Bersiaplah untuk bekerja dalam pekerjaan khusus tanpa prospek promosi (kecuali jika Anda sepenuhnya merangkul dunia ""clappy-clappy"" yang menampar kembali).Jika Anda dilatih di area spesialis apa pun, jangan berharap akan diakui atau dihargai untuk itu - kontribusi apa pun di atas dan di atas fungsi pekerjaan Anda yang ditunjuk akan disukai.Generalis dihargai - spesialis harus dibatalkan.Kotak berdetak adalah nama permainan jika Anda ingin berhasil.(Dan tidak, saya tidak 'lepaskan' - saya baru saja melihat melalui celah -celah, dan telah pindah ke pekerjaan yang lebih baik / lebih baik!)"
Positif,Waktu berlalu dengan sangat cepat selama shift.Anda sering bekerja dengan orang yang sama setiap minggu sehingga dapat membangun persahabatan.
Positif,"Diskon 10%, lokal untuk saya"
Positif,"- Upah yang baik untuk pekerjaan sederhana terutama selama studi Anda. 
- Peluang bagus untuk meningkatkan pengalaman kerja dan keahlian. 
- Membantu dan berbicara kepada pelanggan setiap hari selalu berwawasan luas dan tidak dapat diprediksi karena alasan yang baik. 
- Menggunakan intuisi pribadi sendiri untuk menyelesaikan tugas."
Positif,"Pekerjaannya fleksibel, dengan swap shift dan lembur tersedia secara teratur.Pemimpin bagian yang biasanya ramah dan membantu."
Negatif,Tarif pembayaran yang berbeda ... Anda tidak mendapatkan tempat kecuali terkait dengan karyawan ASDA lainnya.
Positif,"Dukungan kolega yang baik - Saya mengerjakan checkout, dan belajar lebih banyak dari kolega daripada dari yang sangat singkat, dan menurut saya, ""pelatihan"" yang tidak memadai.Pemimpin bagian biasanya ramah dan komunikatif, dan cobalah untuk mendukung.Pekerjaan bisa menarik karena setiap pelanggan baru memiliki kebutuhan dan harapan yang berbeda, yang sangat mengurangi kebosanan dari aspek yang berulang -ulang."
Negatif,"Pekerja malas
Terlalu banyak pekerjaan yang diberikan kepada satu departemen 
Manajer berharap terlalu banyak"
Positif,Karyawan yang ramah.Membayar tagihan.
Negatif,Manajer bodoh yang tidak tahu bagaimana menjalankan departemen
Negatif,"Budaya sekarang berubah menjadi lingkungan yang menceritakan dan melakukan tantangan dan melibatkan etika kerja tim.Saya melihat perubahan ini terjadi dari 2010 hingga 2013. Di mana Asda sebelumnya mengadopsi gaya kepemimpinan pelayan dalam tim seniornya, menyelesaikan sesuatu dengan dan melalui orang lain dengan sukarela dan baik untuk sekarang menyelesaikannya!Upah dan produktivitas terus -menerus diperas dan ditantang untuk mengurangi harga, yang berarti lebih banyak volume dipompa ke toko -toko dengan lebih sedikit jam untuk memberikan standar."
Positif,"Bagian terbaik dari pekerjaan itu jelas merupakan kolega lain, terutama saat Anda tidak dalam checkout.

Kemampuan untuk maju dan berkembang melalui peluang tanpa menjadi pemimpin bagian.Kolega dapat menjadi bagian dari pasukan perekrutan dan peluang lain yang merupakan sesuatu yang berbeda dan rempah -rempah bekerja sedikit.

Diberi imbalan secara verbal dan fisik jika Anda melakukan pekerjaan dengan baik.

Diskon 10% ASDA & WAL-MART.

Kepemimpinan yang mendukung, terutama dengan melamar skema lulusan.

Fleksibilitas dengan jam jika dalam pendidikan, kemampuan untuk memindahkan toko untuk liburan musim panas dan Natal."
Positif,"Manajemen yang sangat mendukung di Spondon Branch
Staf yang sopan"
Negatif,"Tarif pick berlebihan yang baik -baik saja jika Anda di bawah 30, serikat yang Anda bayar ya subs untuk kemudian menyadari bahwa mereka tidak melakukan apa -apa untuk Anda"
Negatif,"Manajemen, praktik toko, pelanggan, staf"
