full_text,filtered
Contoh hubungan toxic : 6 cewe dibubarin sama satu pihak oleh agensi mereka lalu di katain sama berbagai fandom luar kalau mereka dibubarin karena non profit bikin rugi gak ngelunasi utang agensi ke si induk kalah sama GG baru tuh agensi-,contoh hubung jahat agens fandom profit rugi utang agens induk kalah agens
/jbrfess/ Ngampung curhat yo rek. Jd aku dulu pernah trauma di tempat kerja lama gara2 rekan kerja yg toxic. Trauma itu efeknya sampe sekarang. Aku sekarang ketrima di tempat yg baru tp mulai kerjanya masih akhir bulan besok. Ini padahal belum kerja tp aku gak pede bgt (cont..),curhat trauma tempat gara-gara rekan jahat trauma efek tempat besok percaya
Lucu bgt senior2 di tempat kerja pada ngedukung aku cari kerja baru di tempat yg lebih bagus karna disini katanya toxic bgt mereka pada semangat rekomendasiin tempat2 kerja wkwk,lucu tempat dukung tempat bagus jahat semangat rekomendasi tempat
@txtdrakuntansi @txtdrlinkediin padahal perlu ditelusuri sih itu pindah2nya kenapa misalnya dibayar underpaid lingkungan kerja toxic worload ga ngotak time management ga bagus masa msh maksain bertahan? keburu depresi duluan anak orang,telusur bayar jahat bagus paksa tahan keburu depresi
@sushitrss @elpict @hrdbacot Resign. Find better place sebelum mindset &amp; mental rusak. Prev boss juga bully verbally &amp; mentally harrass everyone ngadu exit interview sama HR sampe sekarang ga diapa2in padahal turnovernya uda tinggi banget ‍ Kalo culture udah toxic dr atasnya percuma mau diapain juga.,mental rusak jahat percuma
Kawan aku pernah intern dekat satu company and memang kalau jumpa dia je menangis cerita sebab toxic enviroment. So korang if nak intern or kerja make sure selidik habis dulu jangan melulu buat keputusan nanti menyesal tak sudah. [Bebenang],kawan intern dekat jumpa menang jahat intern pakai selidik habis melulu putus sesal
@wibubejat salah satu budaya toxic orang Indonesia adalah mengurusi kehidupan pribadi orang lain. Bahkan banyak netizen saling berperang komentar hanya karena membela masalah selebgram yg gak ada kaitannya dg kehidupan mereka. Biarkan jadi masalah keluarga mereka mendoakan lebih baik,salah budaya jahat indonesia urus hidup pribadi netizen perang komentar bela masalah selebgram kait hidup masalah keluarga
@worksfess Lama lama ini bisa jadi toxic sih ke dirimu sendiri atau kerjaan kamu. Kalo sampe kamu cepetnya ga masuk akal sampe rela begadang tetep kerja pas libur dan lain lain buat menyaingi rekan kerja kamu kasian yang lain lama lama. Kerja efektif sesuai jam keliatan jadi pemalas,jahat akal rela begadang libur saing rekan kasihan efektif sesuai lihat malas
Micro manage level ada cctv kat setiap belakang staff lepastu nak pergi toilet pun kena sound Lepas 4 bulan terus tender for my mental health. And also so not worth it dari workplace tu terus dapat neck &amp; back pain yang serious sangat. Leave your toxic workplace!!,level staff pergi toilet kena lepas tender mental jahat
work! aku september kemarin akhirnya beraniin diri buat resign karena atasan toxic dan kerja di kantor baru... di kantor baru ngerasa seneng banget banget karena atasanku baik banget... dapet ginian dr atasan jd mau nangis https://t.co/MC1ZduDHYd,september kemarin jahat kantor kantor rasa senang menang
TANDA-TANDA TEMPAT KERJA BERTOKSIK 1- Boss yang negatif. 2- Pressure sampai rasa nak marah. 3- Malas nak pergi kerja. 4- Environment kerja yang teruk. 5- Officemate kaki bawang. 6- Kalau tak kipas susah nak naik gaji.,tempat negatif rasa marah malas pergi teruk kaki bawang kipas susah naik gaji
I just realized toxic pala talaga ang work environment ko. Toxic ang boss. Di kami closed ng workmates ko and alam namin na nagpaplastikan kami sa isat isa. Haha Nakakamiss yung workmates na nagiging kaibigan. Skl ,jahat kepala jahat alam
@nubija19 @pedoqpop ni contoh toxic environment yg patut tak wujud tgk company jepun yang big mana ada environment mcm ni belajar sendiri berdikari loll ni bukan kem bina jati diri,contoh jahat patut wujud tengok jepun ajar berdikari bina jati
Kalo lingkungannya toxic tinggalin. Jangan bertahan karena alasan gak enakan. Demi kesehatan hidup lo jangan bego.,jahat tahan enak sehat hidup bego
Realitanya dunia kerja tidak seutuhnya seperti itu bung ada yang berangkat kerja jam 8 pagi jam 10 sudah ngopi ngerokok di kantin kantor coba nanti survey sendiri di sekitaran ahmad yani kota bekasi/sukamahi cikarang pusat Kabupaten bekasi.,dunia utuh berangkat pagi kantin kantor survey pusat kabupaten bekas
@convomfs itu namanya toxic positivity seakan orang lain ga boleh cape sedih atau kesal lain kali kamu setujui aja perasaannya. misalnya gini kerjaan lo pasti berat bgt ya gila sih lo kuat banget kalo gw jadi lo pasti gw udh tepar ,nama jahat capek sedih kesal tuju pasti berat gila kuat pasti tepar
‼️ Tanda tempat kerja bertoxic ‼️ Verbal abuse/diskriminasi OT tu normal Manager tak amik tanggunjawab Berjanji hanya utk memungkiri Orang lain ambil kredit kerja kita Ramai orang resign Management menipu Micromanaged Staff tak senyum Pilih kasih,tanda tempat verbal normal manager amik janji mungkir ambil kredit ramai tipu staff senyum pilih kasih
@taktekbum Saya salah satu penyitas yang sampai saat ini masih berjuang untuk dapat bertahan hidup. Singkat cerita atasan saya termasuk toxic. Saya sering dibilang kamu kerjaan gitu2 aja. Padahal saya sering dimintain tolong yang bukan jobdesc saya.,salah juang tahan hidup singkat jahat tolong
Hahahahah . Nyindir nyindir toxic . Yang toxic eluuu . Ngak ngaca banget dia kerja seenaknya d suruh atasan malah nyuruh balik . Emang bukan kerjaan kita seengaknya biar bisa semua proses flow chart . Gini baget kerja d tempat toxic . Siapa yang toxic sok soan jadi toxic . Hadehh,sindir sindir jahat jahat kaca enak suruh proses tempat jahat jahat jahat
Orang balik kerja letih sedih stress dengan environment tempat kerja toxic. Nak balik cari home tapi dia marah kita balik siap cakap aku kau hmm ,letih sedih stres tempat jahat marah cakap
cape bgt anjing harus pasang topeng baik baik aja di tempat kerja yg toxic ini,capek anjing pasang topeng tempat jahat
Tahan ayo tahan 2 bulan lagi kamu keluar dari tempat kerja toxic itu,tahan tahan tempat jahat
Sedih betul bila persekitaran tempat kerja ni toxic. Serious sedih. Aku macam tak sangka manusia ni rupanya perangai nya diluar jangkaan dasyat nya. Menyakiti orang tu macam tak ingat ada pembalasan di hari akhirat.,sedih tempat jahat sedih sangka manusia rupa perangai jangka dahsyat sakit balas akhirat
Skrg rasanya berat bgt klo mau berangkat kerja:( kek udh males males sma org lingkungan atasannya di tempat kerja udh toxic bgt menurut gue,rasa berat berangkat malas malas tempat jahat
Aku setiap hari pergi kerja 90km balik 90km. Bila tempat kerja aku toxic cmtu sumpah sedih. Sebab tu bila orang tanya kenapa aku sanggup travel setiap hari jawapan aku mudah. Suami aku la pembakar semangat dan kebahagiaan aku selepas 8 jam aku melalui hari yang sangat bodoh !,pergi tempat jahat sumpah sedih sanggup mudah suami bakar semangat bahagia lepas bodoh
Work! Kalian ada gak yg sehabis resign dr tempat kerja yg rekannya pd toxic terus ngeblok wa mereka?.,habis tempat rekan jahat
betul la kata suami aku tempat kerja aku ni dah start toxic. n aku pun dah toxic. negative thoughts memanjang. the work no fun anymore.,suami tempat start jahat jahat
CW // nganggur work! sender baru habis kontrak. perasaan lebih lega karna lingkungan kerja yg toxic jadi sender ga perlu resign biar keluar dari tempat itu tapi disisi lain pikiran sender jadi pusing karna sender tulang punggung keluarga.,sender habis kontrak lega jahat sender tempat sisi sender pusing sender tulang punggung keluarga
Kau tau tempat kerja kau toxic bila diaorang micromanaging dan tanya reason naper nak cuti. Like did I have to explain? Bos cuti ade ke kena bagitau orang bawah. Tak der kan? Diaorang ni mmg tak tahu boundaries,tempat jahat cuti cuti adek kena
Kalau rasa tempat kerja toxic berhenti je tak payah complain itu ini,rasa tempat jahat henti payah
Wujud ke tempat kerja tak toxic langsung at least kurang toxic takut dah keluar kandang buaya masuk kandang harimau pulak ermmm,wujud tempat jahat langsung kurang jahat takut kandang buaya kandang harimau
boleh dikatakan bila someone tu stress dekat tempat kerja bukan disebabkan job yang dia kerjakan tetapi ada some perangai dekat tempat kerja itu sendiri. toxic environment &amp; boleh dijadikan salah satu punca someone tu berhenti kerja. sebab mental health banyak terganggu,stres dekat tempat perangai dekat tempat jahat salah punca henti mental ganggu
Baca tweet lama lama. Macam macam gambar ada ya. Hari hari nak tweet. Lepas habis intern masuk kerja sime start menyepi. Nampak la busy bertahan di tempat kerja toxic ,baca gambar lepas habis intern start nyepi tahan tempat jahat
@kadheel Gapapa seru tau kerja di tempat toxic selama gaji lumayan orang toxic di tempat kerja cara lawan baliknya tantang balik langsung kicep dia.,seru tempat jahat gaji lumayan jahat tempat lawan tantang langsung kicep
Hari ini jdi pelajaran banget hidup aku. Betapa baiknya orang disekitar aku walaupum kadang aku ga sadar akan hal itu. Ga selamanya tempat kerja itu toxic kok bahkan jarak umurku sama mereka terpaut hampir 10 tahun tapi bener nemuin lingkungan yg kek keluarga,ajar hidup betapa kadang sadar tempat jahat jarak umur paut temu keluarga
betul!!! majority orang tukar tempat kerja/berhenti kerja bukan sebab stress kerja tapi sebab environment toxic. Event management patutnya seronok tapi bos taik ada je tuduh memacam lulz,tukar tempat stres jahat patut seronok tahi tuduh
@dear_myslf Terima kasih sudah bersedia berbagi wawasan tentang tanda-tanda seseorang mengalami toxic productivity. Dengan pengetahuan ini kita jadi paham bahwa pengalaman ini tergolong memaksakan diri untuk jadi yang terbaik tanpa memperhatikan kemampuan diri yang dimiliki,kasih sedia wawas alami jahat paham alam golong paksa perhati mampu milik
Is there any tips nak hadap org toxic kat tempat kerja especially yg toxic tu your own boss? Sbb makin lama perangai makin mengarut nk cakap faktor usia tak logic la pulak ,tips hadap jahat tempat jahat perangai karut cakap faktor usia
Kuliah farmasi 5 taun. Tempat kerja toxic. Ldr fighter. Do you think im fragile? Ofcrs,kuliah farmasi tempat jahat
@worksfess Sender: aku pengen banget sembuh Also sender: aku tolak karna mikirin pasangan aku Jadi intinya mau keluar atau gak sih? Yang toxic itu ya kamu ke diri kamu sendiri banyak kok pasangan yang ldr. Kerja itu buat kamu kan yang ngidupin kamu ya kamu sendiri bukan pasanganmu,sender sembuh sender tolak pasang inti jahat pasang pasang
@DianOnno @marshameows semenjak di sini ketemu orang semua baik dengan tulus diriku merasa kehidupan sosial (lingkup personal maupun profesional) di Asia itu toxic banget. Dari mulai komen snippet respon pertanyaan. Apa pun itu bentuknya selalu ada bumbu toxic-nya.,semenjak ketemu tulus rasa hidup sosial lingkup personal profesional asia jahat komen respon bentuk bumbu
Udah pernah ngerasain namanya kerja di tempat zona nyaman toxic dalam pekerjaan toxic dalam temen kerja toxic dalam atasan dll. Jadi kaya ga kagett lagi gituu. Karena udah pernah ngerasain.,rasai nama tempat zona nyaman jahat jahat teman jahat rasai
@brgsjks Boss yang toxic. Gaji terlampau sikit. Tak ada benefit increment bonus. Dikerah tenaga langsung tak dibayar untuk lebih masa. Hari-hari kena tahan makian. Rumah jauh.,jahat gaji lampau sikit bonus kerah tenaga langsung bayar kena tahan maki rumah jauh
Don t listen to this. Environment toxic bukan sebab tak reti bergaul. Environment toxic bila ada yang pandai sangat bergaul suka cerita buruk orang sana sini sebab nak lepaskan diri sendiri. Atau ada pilih kasih. Kerja flexible pun tak ada masalah as long as kerja complete.,jahat gaul jahat pandai gaul suka buruk lepas pilih kasih masalah long
sebelum ngomong tempat kerja lu toxic temen lu toxic lingkungan lu toxic mendingan ngaca dulu lu udh pantes belum ngomong toxic ke orang lain semangat pagi,omong tempat jahat teman jahat jahat mending kaca pantas omong jahat semangat pagi
@worksfess Lingkungan kerja pengaruhnya besar sih kak. Sebagai FG tahun pertama ga berharap banyak itung² masih cari pengalaman juga workload banyak gaji kecil masih bisa handle tapi lingkungan kerja toxic ga bisa Mau ngomong ke HR masalah lingkungan kerja nanti dicibir co-workers,pengaruh besar harap alam gaji kecil jahat omong masalah cibir
@karirfess Wah berarti ini perusahaan bisa dibilang toxic work environment nder. Seharusnya semua staff welcome sama kamu yang pake jalur ordal. Dah sepantasnya rekan kerja ga liat background kamu siapanya siapa di situ. Coba km konsultasiin ke bokap supaya bokap tegur yg ga suka sama kamu.,arti jahat staff pakai jalur pantas rekan lihat situ bokap bokap tegur suka
ga gampang jadi anak ketiga yang punya 2 kakak pengangguran karna phk 1 adik otw lulus SMA dan orang tua uda pensiunan. fak tp masih haha hihi di tempat kerja yang toxic.,gampang anggur adik lulus pensiun tempat jahat
Jujurly walaupun masih burem maksudnya lingkungan kerja yang toxic tuh kayak apa aku kayaknya udah baik-baik aja di tempat kerja. Sebetulnya yah one day atasan marah tiap hari mungkin normal.,buram maksud jahat tempat marah normal
Aku masih tertanya tanya. Adakah perbezaan umur penyebab terjadinya toxic di tempat kerja.,umur jahat tempat
Definisi stress yang toksik 1. Berlaku pada usia kanak-kanak 2. Keadaan tertekan berpanjangan sepanjang masa tanpa henti 3. Tak dapat sokongan sepatutnya oleh penjaga 4. Tak diubati/diberi intervensi sehingga melangkah alam dewasa,definisi stres toksik laku usia tekan henti sokong patut jaga intervensi lang alam dewasa
Back to reality. Kerja di tempat toxic plus nggatau lagi mo ngapain.,tempat jahat plus kapai
@hrdbacot Pengen coba tapi takut salah ambil keputusan. Plis udh gakuat toxic bgt ini perusahaan. Family company itu privillage buat keluarga pemilik. Tapi diluar keluarga pemilik mah bakalan ngerasain kesusahan yg di sebabkan oleh keluarga nya yg notabene penjilat &amp; kg bisa kerja,takut salah ambil putus kuat jahat keluarga milik keluarga milik rasai susah keluarga notabene jilat
Di dunia kerja lo bermasalah sama orang sekali 2 kali atau 3 kali di tempat yang berbeda itu masih bisa pembelaan ke diri sendiri kalo lingkungan yang toxic atau rekan kerja yang toxic tapi kalo di berbagai tempat lo selalu ngerasa kaya gitu ada baiknya intropeksi diri hihi,dunia masalah tempat beda bela jahat rekan jahat tempat rasa
Mostly 90% orang stress dekat tempat kerja bukan kerana tugas yang digalas tetapi kerana perangai setan orang dekat tempat kerja tu sendiri. Nak dijadikan seseorang tu berhenti kerja disebabkan stress dengan orang sekeliling yang toxic.,stres dekat tempat rana tugas galas rana perangai setan dekat tempat henti stres keliling jahat
i'm so toxic gue bakalan diemin org yg bener bener bikin gue down dan gue bikin cut off semuanya yg ga penting lagi and gue akan seperti cermin buat mereka' gaakan biarin diri gue ngalah dan sakit bgtu aja mau jadi egois juga bisa kaya cermin aja skrg mah.,jahat diam cermin kalah sakit egois cermin
Mindset toxic: terlalu mudah percaya dan menganggap semua orang itu baik. ,jahat mudah percaya anggap
Bila dah berkerja org yg paling bahagia di tempat kerja adalah org yg tidak suka obses dalam mana2 geng or puak. Semua org dia layan org tegur dia tegur orang diam dia pun diam. Buat hal sendiri cukup masa balik dapat gaji. Yang penting dia bahagia dan tak TOXIC or drama.,bahagia tempat suka geng puak layan tegur tegur diam diam cukup gaji bahagia jahat drama
Ada video seseorang resign yg bilang lingkungannya toxic dibalas lebih banyak video dari kolega2nya bahwa beliau yang selama ini toxic ke mereka. (Saya gak repost kasian mbaknya.) Saya selalu ingat pepatah ini buat panduan saya sendiri: When you meet one asshole then he/she,video jahat balas video beliau jahat kasihan mbak pepatah pandu
work! ternyata resign tuh seribet ini ya? btw ini ak resign karna lingkungan kerja yg toxic tpi alasan ke beliau adalah sdh tdk cocok lgi dgn perusahaan dan ingin fokus studi dan jg ak ga ada ttd kontrak apapun. Hrsnya wajar ya ak minta resign karna hitungannya msih probation? https://t.co/3uYE1yxq0Q,nyata jahat beliau cocok fokus studi kontrak wajar hitung
@worksfess Kalau tempat kerja lo toxic menurut gue ada pilihannya. 1. Diam dan bertahan; 2. Ikutan Toxic dan kalo bisa lebih kejam dari mereka sampe mereka takut sama lo. Kalo bos lo toxic gali rahasia hidup dia terdalam untuk lo jadiin senjata bila suatu saat dia semena-mena sama lo!,tempat jahat pilih diam tahan jahat kejam takut jahat gali rahasia hidup senjata
5 tanda tempat kerja berbudaya toxic so penting korang check tanda-tanda ni: 1. Berkelompok. Kalau staff-staff dah start berkelompok ni mesti ada gosip yang tengah berjalan. Pokok takkan bergoyang kalau tak ada angin.,tanda tempat budaya jahat kelompok start kelompok mesti gosip jalan pokok goyang angin
The most toxic boss I had (so far) sent her eldest daughter to MRSM somewhere in Johor. Her T20 daughter once complained that she s shocked her classmates don t know anything about Harry Potter. Also frustrated cause most of them couldn t converse in English,jahat
IQ BUKAN SATU-SATUNYA. SDM yg baik adalah mereka yg punya IQ &amp; EQ yg baik. Bisa menyelesaikan masalah dgn kecerdasan &amp; mengkomunikasikannya dgn wajar &amp; emosi yg baik. Sayang banyak yg ngelupain EQ &amp; mendewakan IQ. Sehingga tiap tempat kerja PASTI ada org yg pinter tapi toxic.,selesai masalah cerdas komunikasi wajar emosi sayang dewa tempat pasti pintar jahat
@worksfess semangat ya! mencoba cuek dan baik baik aja sih kalau tanpa mereka kamu bisa kok tanpa mereka. Bales aja lewat prestasi kamu di tempat kerja kamu ini. Jangan banyak ambil hati kalau di lingkungan kerja yang toxic seperti ini. Kamu mau tau lebih banyak lagi ga sih persoalan karir,semangat cuek balas prestasi tempat ambil hati jahat karir
 pengen cari tempat aman nyaman dan yang menghargai aku tapi dianya ternyata toxic https://t.co/AP9CVXfSIC,tempat aman nyaman harga nyata jahat
My toxic trait is bila i terasa i akan diamkan diri. Sebab malas nak bergaduh. Lepastu lama lama dah tak rasa nak berbaik. I'll end up losing the friendship/relationship. I'm very forgiving but it's exhausting to forgive people who mess up over &amp; over again without any remorse.,jahat diam malas gaduh rasa over over
Employees often find themselves overwhelmed because of the work environment. But is quitting the right thing to do in such a situation? Tune into our latest episode of workwise with https://t.co/gAQ4H6EBZZ as we discuss all about 'toxic work culture' and ways of dealing with it. https://t.co/UtNhZ5uxUS,episode jahat
/sm mendapatkan kantor yg ga toxic itu rupanya rejeki ya terkadang dpt Kantor yg toxic jdi mikir ini bukan tempat baik untuk kembangkan diri jdi tempat yg cocok buat sekedar kerja lalu pulang ambil gaji.,kantor jahat rupa rejeki terkadang kantor jahat tempat kembang tempat cocok pulang ambil gaji
Buat kawan-kawan jobseeker dan pekerja nggak usah takut sama recruiter dan HR toxic god complex. Mereka itu cuma orang inkompeten yang berusaha membedaki inkompetensinya dengan JULID. Tinggal cabut. Cuma tempat kerja sampah yang mempekerjakan recruiter inkompeten tukang julid.,takut jahat inkompeten bedak julid cabut tempat sampah inkompeten tukang julid
sadar atau engga kantor yang toxic tuh kebanyakan yg bos atau atasannya suka bilang disini tuh kita keluarga pdhl awokwokwokwokwok,sadar kantor jahat suka keluarga
Sikap tidak toleh belakang ni bagus bila lepas break dengan ex yang toxic / tinggal tempat kerja toxic. Yang tak bagusnya bila amalkan sikap tu selepas keluar public toilet. Memang orang lain dibayar RM350/jam pun untuk flush hasil nyahtinja ko dik.,sikap toleh bagus lepas jahat tempat jahat bagus amal sikap lepas toilet bayar hasil
1 perangai orang toxic dekat tempat kerja kau yang buat kau kurang selesa,perangai jahat dekat tempat kurang selesa
My toxic traits is i ni memang jenis cepat sangat risau over something yang not going to happen yet. I don't know why but sometime sampai dah fikir macam macam and whenever I feel like something it s not right I will disappear or avoid instead of talk it out &amp; solve it.,jahat jenis cepat risau over fikir talk
Work! Dulu aku pernah mikir knp orang bisa resign perihal punya temen kantor yg toxic? Aku mikirnya ya tinggal cuekin aja ternyata ga segampang itu ya haha apalagi kalo tiap hari harus ketemu dijudesin disindir stress bgt njir lebih stress dari ngerjain deadline (cont..),perihal teman kantor jahat nyata gampang ketemu sindir stres stres
Kamu nggak attract orang-orang toxic sehingga mereka saat ini bersamamu. Kamu mengizinkan orang-orang toxic masuk dalam hidupmu sehingga mereka saat ini bersamamu.,jahat izin jahat hidup
Angered over late salary payments a group of construction workers at the Kota Kinabalu Industrial Park (KKIP) in Sepanggar here assaulted a representative of their employer yesterday. https://t.co/ChZEfTyKW4,over late gaji panggar
Salah 1 ciri pasangan toxic: Melakukan kekerasan fisik maupun verbal seperti kesurupan Fir aun menghajar tanpa ampun. Lalu minta maaf sampe nangis dan nyembah2 kayak budak kepada tuannya. Kemudian pasangannya luluh &amp; maafin. Akhirnya siklusnya diulang lagi. ,salah ciri pasang jahat laku keras fisik verbal surup hajar ampun maaf menang budak tuan pasang luluh maaf siklus ulang
 dunia kedokteran tu sbnrnya toxic. Tp entah kenapa ya masih ttp dinormalisasi? apalagi suka denger jg cerita dokter residen yg suruh ngurusin/bayarin kebutuhan salah satu gurunya . Sampe kapan jir. https://t.co/PACbmiRtYG,dunia dokter jahat normalisasi suka dengar dokter residen suruh butuh salah guru
work! drop alasan kalian resign ditempat sebelumnya (krn toxic) buat jawab di PT baru gak mungkinkan kita jawab begitu (toxic). drop jawaban yg etis versi kalian ya. makasih https://t.co/LosijBGbM1,drop tempat jahat jahat drop etis versi kasih
 Ternyata jauh lebih toxic kalau lu nganggur daripada bertahan dalam suatu pekerjaan Di ingat baik2. Dapur ngebul diatas segala2nya. Kuat2in saja kerja walaupun kondisinya tdk menguntungkan atau baik untuk kita. Minimal masih ada uang yg bsa digunakan utk diri sendiri+keluarga https://t.co/zEEdVEpeh0,nyata jauh jahat tahan dapur segala-galanya kondisi untung minimal uang
Thread. Toxic workplace #SriLanka The #HouseOfFashion incident has not just revealed how poor its service levels are but has also exposed how horrible and toxic its culture is. This is a comment from a former employee: https://t.co/3Y1CUhQ2FJ,jahat jahat
During HOship we used to joke that we are the planktons in the hosp the smallest creature there. Kalau dalam bilik tu tiba-tiba ada lipas lalu pun HO yg kena marah. They just need someone yg easy to blame. toxic environment indeed. https://t.co/4Yihyyhsid,bilik lipas kena marah jahat
พนักงานที่เราจ้างเค้าไม่ใช่ขี้ข้าเราเนอะ คนที่ใช้พนักงานที่เราแบบขี้ข้า เราก็ไม่เอาไว้ ถือว่า toxic จ้างคนมาทำงานน่ะ ไม่ได้จ้างมาเป็นขี้ข้ารองมือรองตีน #วินเนอร์เมนทาลิตี้,jahat
Hii CCI hua apa Garden city nikama imekua a very toxic work environment. Nimeona several cases mob sana watu waki-complain something needs to be done https://t.co/VFbuEKaQNh,jahat
CW // sedih toxic Aku fg probation baru 2 minggu dibilang kerja ga bener dan beban sama atasan dan rekan kerja tiap hari sampe disindir kpn resign. Aku berbuat salah pas kerja diomongin ke semua rekan kerja sm seniorku. Padahal tiap hari aku ontime dan mau belajar (cont..),sedih jahat minggu beban rekan sindir salah rekan senior ajar
Work! Cerita pertama kali masuk kerja Manager : Kamu sebaiknya jangan lama-lama disini sambil apply2 yang lain aja. Sayang kompetensi kamu. Disini toxic dan not recommended Me : LAHHH.... Kalian ada yang pernah gini juga ga si ,manager sayang kompetensi jahat
Kau kerja sana kau cakap orang toxic masuk kerja lain cakap orang berdengki masuk kat lain cakap tempat tu problem. Sekali dua boleh lagi ni semua tempat kau cakap problem sape yang problem sebenarnya ni?,cakap jahat cakap dengki cakap tempat problem tempat cakap problem problem
 Ci how do we know we're in a toxic relationship? Honestly I think it's when you're in a relationship where you constantly merasa tertekan takut menjadi diri sendiri kehilangan kebebasan tidak dihargai dan tidak menjadi pribadi yang positif serta lebih baik juga lebih,were jahat rasa tekan takut hilang bebas harga pribadi positif
Ada yg namanya toxic positivity ketika yg sudah busuk dan harusnya dibuang tapi tetap memaksa utk menggenggam dgn harap agar busuk itu menjadi manfaat berkedok hikmah nantinya. Racun ya racun buang bila memang merugikan.,nama jahat busuk buang paksa genggam harap busuk manfaat kedok hikmah racun racun buang rugi
my toxic trait adalah krn gue di tempat kerja hrs selalu fast rep - kalau nemu vendor (vendor apapun itu) yang ga fast rep rasanya gatel bgt,jahat tempat vendor vendor rasa
Punca pekerja jadi FED UP dengan company dia kerja: Kerja tak setimpal dengan gaji Kena tanggungjawab atas kesilapan staff lain Boss tak berpengalaman dan tak percaya kat pekerja Pekerja yang tak bagus pulak dinaikkan pangkat Tak ada flexibility Banyak drama +,punca timpal gaji kena tanggungjawab silap staff alam percaya bagus naik pangkat drama
5 signs of a toxic job: 1. There is no respect or recognition 2. There is no progress 3. There are no role models for you 4. There is no personal space 5. There are no/poor financial incentives 1 sign of a happy job: You look forward to showing up for work.,jahat personal
tempat kerja toxic,tempat jahat
ถ้าใครเคยทำงานกับคนพวกนี้ insecure (หวาดระแวง) มี skeleton in the closet (มีความลับแบบไม่ดี ที่ทำมาในอดีต) จะเข้าใจความ toxic เพราะคนพวกนี้จะคอยคิดว่า คนอื่นกำลังจับผิด ทำอะไรก็กังวล ไม่มีความเชื่อใจใคร คิดว่าคนอื่นจะดีกว่าตัวเอง คนพวกนี้จะไม่ยอมรับว่าตัวเองทำผิด ไม่มี,jahat
Work! Abis ngajuin resign tapi di tolak dengan alasan kalo gaada kamu saya gatau nasib omset di cabang yg kamu pegang bakal gimana . Sender udah capek bgt di cabang ini karna penuh orang² toxic dan gaji pokok pun kecil cuma 2 3jt. Sedangkan sender bisa dapet omset (cont..),habis tolak nasib omset cabang pegang sender capek cabang penuh jahat gaji pokok kecil sender omset
tempat kerja toxic,tempat jahat
tempat kerja udah sangat toxic lingkungannya juga toxic hmmm,tempat jahat jahat
Bahaya banget kalau laki-laki yang dekat dengan ibunya tapi ibunya toxic gitu menganggap pasangan si laki ngambil anaknya dari dia. Belum lagi kalau si laki toxic dan kasar ke pasangannya dan ibunya si laki belain anaknya malah gaslight dan nyalahin pasangannya amit-amit ,bahaya dekat jahat anggap pasang laki laki jahat kasar pasang laki bela salah pasang
Kerja di tempat kerja toxic cape bgt ya bjir,tempat jahat capek
tempat kerja w toxic bgt anj,tempat jahat anjing
@muario @convomfs wkwkw bener. dengan dia nyebarin di kantor pun udh keliatan cowonya toxic ,kantor lihat jahat
yang sehat akan paham batasan komunikasi dan niat baikmu. tapi yang toxic? mereka mungkin akan protes merasa dikekang atau bahkan menyerang balik. itu karena mereka belum siap untuk refleksi diri atau menghormati apa yang kamu butuhkan.,sehat paham komunikasi niat jahat protes rasa kekang serang refleksi hormat butuh
Nasihat untuk fresh grads baru kerja Jaga-jaga dengan jenis toxic kat office: - Selalu downkan orang - Pujian kosong je - Asyik kritik orang - Semua salah di mata dia - Control freak - Semua salah orang lain https://t.co/CI1BnPxbvK,nasihat jenis jahat puji kosong asyik kritik salah mata salah
2 jenis toxic kat tempat kerja COMPANY: Tarikh gaji tak tetap Job description tak jelas Waktu kerja terlalu flexible sampai tak bayar OT PEKERJA: Manipulative Penyebar gosip/fitnah Ambil credit dari colleagues Please elak rapat dengan golongan ni,jenis jahat tempat tarikh gaji waktu bayar sebar ambil elak rapat golong
Betul ke ni? Kalau dunia pekerjaan tu tak lari dari: - Boss toxic tapi kawan sekerja best gila - Boss baik tapi kawan sekerja tak ngam - Boss baik kawan sekerja baik tapi gaji pulak sikit,dunia lari jahat kawan gila kawan kawan gaji sikit
Bahayanya hubungan toxic itu kamu ga sadar udah direndahin terus-menerus sama dia. Akhirnya kamu merasa rendah dan merasa tidak berarti kamu akan selalu insecure dan ga percaya diri padahal aslinya kamu itu berharga!! Makanya kamu harus segera mengakhiri hubungan toxic tersebut,bahaya hubung jahat sadar rasa rendah rasa arti percaya asli harga hubung jahat
orang yang toxic itu kayaknya gabisa lihat kita tenang ya? dia bakal cari-cari terus kesalahan kita. nyari celah di setiap langkah kita. seakan-akan apa yang kita lakuin selalu salah di matanya seakan semua gerak kita perlu alasan buat dipermasalahin. https://t.co/u7vctbG5Vr,jahat lihat tenang salah celah langkah laku salah mata gerak
tanda tanda korang kerja dekat tempat toxic -pekerja selalu bertukar tukar -rakan berpuak/suka cakap belakang -susah mintak cuti/nak cuti kena perli -unhealthy environment -bos/manager yang teruk -buli -orang lain ambik kredit kerja kita leave or stay toxic environment.,tanda tanda dekat tempat jahat tukar tukar cakap susah mintak cuti kena perli teruk buli kredit jahat
Rasanya dah boleh kot kita stop normalised toxic workplace behaviours kat tempat kerja ni. Cuba create environment yang lagi positif &amp; sihat sebab kita semua layak untukl dihargai kat tempat kerja https://t.co/RHo4JuWYLv,rasa stop jahat tempat positif sehat layak harga tempat
